expression,reading,meaning,tags,guid,ความหมาย,jp_sentence,th_sentence
味覚,みかく,"taste, palate, sense of taste",JLPT_1 JLPT,lw?sswB?B?,"รสชาติ, เพดานปาก, ประสาทรับรส, ลิ้นรส",味覚が鈍い。,ลิ้นไม่ค่อยรับรส
幹,みき,(tree) trunk,JLPT_1 JLPT,l4N|@LrpFp,"ลำต้น (ต้นไม้), โคนต้น, แก่นไม้, ส่วนหลักของต้น",木の幹。,ลำต้นของต้นไม้
見苦しい,みぐるしい,"unsightly, ugly",JLPT_1 JLPT,"zoS)q7/,pA","น่าเกลียด ไม่น่ามอง, ขี้เหร่, อัปลักษณ์, ไม่สวยงาม",見苦しい姿。,รูปร่างที่น่าเกลียด
見込み,みこみ,"prospects, expectation, hope",JLPT_1 JLPT,AJ2+ju9lav,"โอกาส ความคาดหวัง ความหวัง, แนวโน้ม, ความเป็นไปได้, โอกาสที่จะเกิด",成功の見込みがある。,มีโอกาสที่จะประสบความสำเร็จ
未婚,みこん,unmarried,JLPT_1 JLPT,y~*KiMDApr,"โสด, ยังไม่แต่งงาน, ยังไม่มีคู่, ยังไม่สมรส",未婚の男女。,ชายหญิงที่ยังไม่ได้แต่งงาน
未熟,みじゅく,"inexperience, unskilled, immature",JLPT_1 JLPT,Mm``I-uL4c,"ขาดประสบการณ์ ขาดทักษะ ยังไม่เป็นผู้ใหญ่, ไม่เชี่ยวชาญ, ด้อยฝีมือ, อ่อนหัด",彼はまだ未熟だ。,เขายังขาดประสบการณ์
微塵,みじん,"particle, atom",JLPT_1 JLPT,xr|L`N8dB@,"อนุภาค อะตอม, ฝุ่นละออง, ผงธุลี, ชิ้นเล็กๆ",微塵も疑わない。,ไม่สงสัยเลยแม้แต่น้อย
水気,みずけ,"moisture, dampness",JLPT_1 JLPT,"AAG,tXSTs&","ความชื้น ความเปียกชื้น, ไอน้ำ, ความแฉะ, ชุ่มชื้น",服に水気がある。,เสื้อผ้ายังเปียกอยู่
ミスプリント,ミスプリント,misprint,JLPT_1 JLPT,MN~t-y(9f/,"พิมพ์ผิด, พิมพ์ตก, พิมพ์ตกหล่น, ข้อผิดพลาดจากการพิมพ์",ミスプリントがあった。,มีข้อผิดพลาดจากการพิมพ์
みすぼらしい,みすぼらしい,"shabby, seedy",JLPT_1 JLPT,zZ?|#(.Ue2,"ทรุดโทรม สกปรก, ซอมซ่อ, เก่าโทรม, ดูไม่จืด",みすぼらしい家。,บ้านที่ซอมซ่อ
ミセス,ミセス,Mrs.,JLPT_1 JLPT,FN(%bDaCYE,"นาง, คุณนาย, มาดาม, ภริยา",ミセス・サトウ。,คุณนายซาโต้
見せびらかす,みせびらかす,"to show off, to flaunt",JLPT_1 JLPT,vp0up+%&~4,"เพื่ออวด เพื่อโชว์, โอ้อวด, สับปลับ, คุยโอ่",新しい車を見せびらかす。,อวดรถคันใหม่
見せ物,みせもの,"show, exhibition",JLPT_1 JLPT,Cc24XA|;u.,"การแสดง, นิทรรศการ, งานจัดแสดง, สิ่งที่แสดง",見世物小屋。,โรงแสดง
溝,みぞ,"ditch, drain, gutter, gap",JLPT_1 JLPT,"k,R(3N{_j9","คูน้ำ, ท่อระบายน้ำ, รางน้ำ, ช่องว่าง",雨どいの溝。,รางน้ำฝน
満たす,みたす,"to satisfy, to ingratiate, to fill, to fulfill",JLPT_1 JLPT,B44j~=|$C},"เพื่อทำให้พอใจ เพื่อเอาใจ เพื่อเติมเต็ม เพื่อบรรลุผลสำเร็จ, ตอบสนอง, ทำให้สมบูรณ์, ทำให้ลุล่วง",要求を満たす。,ตอบสนองความต้องการ
乱す,みだす,"to throw out of order, to disarrange, to disturb",JLPT_1 JLPT,C%T3isV/48,"ทำให้เสียระเบียบ ทำให้ยุ่งเหยิง ทำให้วุ่นวาย, ทำให้สับสน, ทำให้ไม่เป็นระเบียบ, ก่อกวน",髪を乱す。,ทำให้ผมยุ่ง
乱れる,みだれる,"to get confused, to be disordered, to be disturbed",JLPT_1 JLPT,KLJg{.X@t^,"สับสน งุนงง ไม่เป็นระเบียบ วุ่นวายใจ, ยุ่งเหยิง, วุ่นวาย, ไม่สงบ",心が乱れる。,จิตใจวุ่นวาย
未知,みち,not yet known,JLPT_1 JLPT,LJ513rxoTO,"ยังไม่ทราบแน่ชัด, ไม่รู้จัก, ลึกลับ, ปริศนา",未知の世界。,โลกที่ไม่รู้จัก
身近,みぢか,"near oneself, close to one, familiar",JLPT_1 JLPT,bkRa/9L=lh,"ใกล้ตัว, ใกล้ชิด, คุ้นเคย, เป็นกันเอง",身近な問題。,ปัญหาที่ใกล้ตัว
導く,みちびく,"to be guided, to be shown",JLPT_1 JLPT,"A,UwJ4E[I_","ได้รับการชี้นำ ได้รับการแสดงให้เห็น, นำทาง, ชี้ทาง, พาไป",先生が導いてくれた。,อาจารย์นำทางฉัน
密集,みっしゅう,"crowd, close formation, dense",JLPT_1 JLPT,iiclZ|l}Fq,"ฝูงชน, การจัดรูปขบวนชิดกัน, หนาแน่น, แออัด",人が密集している。,ผู้คนหนาแน่น
密接,みっせつ,"connected, close, intimate",JLPT_1 JLPT,o{R4~BmT^x,"เชื่อมต่อ ใกล้ชิด สนิทสนม, สัมพันธ์กัน, เกี่ยวพัน, ติดพัน",両国は密接な関係にある。,ทั้งสองประเทศมีความสัมพันธ์ที่ใกล้ชิด
密度,みつど,density,JLPT_1 JLPT,t`MF+}P~d:,"ความหนาแน่น, ความแน่น, ความแออัด, ความเข้มข้น",人口密度が高い。,ความหนาแน่นของประชากรสูง
見積もり,みつもり,"estimation, quotation",JLPT_1 JLPT,KD?@iY>SQH,"การประเมินราคา การเสนอราคา, การประมาณราคา, ใบเสนอราคา, การตีราคา",見積もりをお願いします。,กรุณาเสนอราคา
未定,みてい,"not yet fixed, undecided, pending",JLPT_1 JLPT,Q}7[YRL|?=,"ยังไม่กำหนด ยังไม่ตัดสินใจ อยู่ระหว่างดำเนินการ, ไม่แน่นอน, ยังไม่แน่ชัด, ค้างอยู่",予定は未定です。,แผนยังไม่ได้กำหนด
見通し,みとおし,"perspective, unobstructed view, prospect",JLPT_1 JLPT,hHCL?CdIG],"มุมมอง, ทัศนวิสัยที่ไม่มีสิ่งกีดขวาง, ทิวทัศน์, วิสัยทัศน์",見通しの良い道。,ถนนที่มีทัศนวิสัยดี
見なす,みなす,"to consider as, to regard",JLPT_1 JLPT,E8w4wKW7Y],"พิจารณาในฐานะ, ถือเอา, นับว่า, ถือว่าเป็น",これを成功と見なす。,ถือว่านี่คือความสำเร็จ
源,みなもと,"source, origin",JLPT_1 JLPT,zO=gu0Zqs*,"แหล่งที่มา, ต้นกำเนิด, บ่อเกิด, จุดเริ่มต้น",問題の源。,ต้นตอของปัญหา
見習う,みならう,to follow another's example,JLPT_1 JLPT,p&yDgKca2!,"เพื่อทำตามแบบอย่างของผู้อื่น, เลียนแบบ, เอาอย่าง, ประพฤติตาม",先輩を見習う。,เอาอย่างรุ่นพี่
身なり,みなり,personal appearance,JLPT_1 JLPT,s|<m`9tUtv,"ลักษณะส่วนบุคคล, รูปลักษณ์, การแต่งกาย, บุคลิกภาพ",身なりに気を使う。,ใส่ใจเรื่องการแต่งกาย
峰,みね,"peak, ridge",JLPT_1 JLPT,wx-mVJq6fi,"ยอดเขา สันเขา, ยอดดอย, ยอดภูเขา, เนินเขา",山の峰。,ยอดเขา
身の上,みのうえ,"one's future, one's welfare, one's personal history",JLPT_1 JLPT,j-p$+}.^ac,"อนาคตของตนเอง ความเป็นอยู่ที่ดีของตนเอง ประวัติส่วนตัวของตนเอง, ชะตากรรม, เรื่องส่วนตัว, ประวัติชีวิต",身の上相談。,ปรึกษาเรื่องส่วนตัว
見逃す,みのがす,"to miss, to overlook, to leave at large",JLPT_1 JLPT,IsG@e1nb*B,"พลาด, มองข้าม, ปล่อยปละละเลย, หลงลืม",チャンスを見逃す。,พลาดโอกาส
身の回り,みのまわり,"one's personal appearance, personal belongings",JLPT_1 JLPT,"[(&,B0kXN","รูปลักษณ์ส่วนตัว, สิ่งของส่วนตัว, ของใช้ส่วนตัว, เครื่องแต่งกาย",身の回りの整理。,จัดข้าวของส่วนตัว
見計らう,みはからう,to choose at one's own discretion,JLPT_1 JLPT,"z8AN&Zq,!-","เพื่อเลือกตามดุลพินิจของตนเอง, เลือกตามความเหมาะสม, พิจารณาเลือก, ตัดสินใจเอง",自分で見計らう。,ตัดสินใจเอง
